Name,Discipline,Affiliation,Qualifition
Dr. Moazzam H. Bhatti,Chemical Sciences,"Allama Iqbal Open University (AIOU), Islamabad",
Dr. Muhammad Arshad Awan,Mathematics & Statistics,"Allama Iqbal Open University (AIOU), Islamabad",
Dr. Muhammad Sher,Chemical Sciences,"Allama Iqbal Open University (AIOU), Islamabad",
Dr. Naghmana Rashid,Chemical Sciences,"Allama Iqbal Open University (AIOU), Islamabad",
Dr. Nasima Arshad,Chemical Sciences,"Allama Iqbal Open University (AIOU), Islamabad",
Dr. Nasir Rehman,Mathematics & Statistics,"Allama Iqbal Open University (AIOU), Islamabad",
Dr. Rizwana Kousar,Biological Sciences,"Allama Iqbal Open University (AIOU), Islamabad",
Samar Naseer,Biological Sciences,"Allama Iqbal Open University (AIOU), Islamabad",
Dr. Uzma Yunus,Chemical Sciences,"Allama Iqbal Open University (AIOU), Islamabad",
Dr. Zaheer Ahmed,Agricultural Sciences,"Allama Iqbal Open University (AIOU), Islamabad",
Dr. Zaman Ashraf,Chemical Sciences,"Allama Iqbal Open University (AIOU), Islamabad",
Dr. Syed Ilyas,Physics,"Allama Iqbal Open University (AIOU), Quetta Campus",
Dr. Bashir Muhammad Kakar,Biological Sciences,"Animal Sciences Institute (ASI), Quetta","M.Phil., DVM"
Ume Kalsoom,Social Sciences,"Applied Economics Research Centre, University of Karachi, Karachi",M. Phil.
Dr. Abid Mehmood,Biological Sciences,"Arid Agriculture University, Rawalpindi",Ph.D.
Dr. Muhammad Mobeen Zafar,Biological Sciences,"Arid Agriculture University, Rawalpindi",Ph.D.
Dr. Muhammad Rafique,Biological Sciences,"Arid Agriculture University, Rawalpindi",Ph.D.
Dr. Muhammad Saqlain,Health Sciences,"Arid Agriculture University, Rawalpindi",Ph.D.
Dr. Muhammad Mansoor,Agricultural Sciences,"Arid Zone Research Center (AZRC), Islamabad",
Dr. Attaullah Khan,Agricultural Sciences,"Arid Zone Research Institute (AZRI), Umerkot",Ph.D.
Gul Muhammad Mari,Biological Sciences,"Arid Zone Research Institute (AZRI), Umerkot",M.Phil
Dr. Muhammad Siddique Depar,Agricultural Sciences,"Arid Zone Research Institute (AZRI), Umerkot",Ph.D.
Muhammad Waseem Kalroo,Agricultural Sciences,"Arid Zone Research Institute (AZRI), Umerkot",MSc-Hons
Dr. Tahir Aziz Ahmed,Health Sciences,"Armed Forces Institute of Pathology (AFIP), Rawalpindi",
Dr. Sahibzada Nasir Mansoor,Health Sciences,"Armed Forces Institute of Rehabilitation Medicine (AFIRM), Rawalpindi",
Dr. Abdul Ghaffar,Agricultural Sciences,"Ayub Agricultural Research Institute (AARI), Faisalabad",Ph.D.
Dr. Abid Mahmood,Agricultural Sciences,"Ayub Agricultural Research Institute (AARI), Faisalabad",
Dr. Abid Niaz,Agricultural Sciences,"Ayub Agricultural Research Institute (AARI), Faisalabad",
Ahsan Raza Mallhi Malhi,Agricultural Sciences,"Ayub Agricultural Research Institute (AARI), Faisalabad",
Amer Hussain,Agricultural Sciences,"Ayub Agricultural Research Institute (AARI), Faisalabad",
Amir Hameed,Mathematics & Statistics,"Ayub Agricultural Research Institute (AARI), Faisalabad",M.Phil
Dr. Arshad Mahmood,Biological Sciences,"Ayub Agricultural Research Institute (AARI), Faisalabad",Ph.D.
Dr. Azhar Munir,Agricultural Sciences,"Ayub Agricultural Research Institute (AARI), Faisalabad",Ph.D.
Dr. Aziz Ur Rehman,Agricultural Sciences,"Ayub Agricultural Research Institute (AARI), Faisalabad",
Ch. Muhammad Rafiq,Agricultural Sciences,"Ayub Agricultural Research Institute (AARI), Faisalabad",
Fayyaz Ahmed,Agricultural Sciences,"Ayub Agricultural Research Institute (AARI), Faisalabad",
Dr. Ghulam Sarwar,Agricultural Sciences,"Ayub Agricultural Research Institute (AARI), Faisalabad",
Dr. Hafiz Muhammad Akram,Agricultural Sciences,"Ayub Agricultural Research Institute (AARI), Faisalabad",
Hafiz Muhammad Walayat Ali Khan,Agricultural Sciences,"Ayub Agricultural Research Institute (AARI), Faisalabad",
Dr. Javed Iqbal,Agricultural Sciences,"Ayub Agricultural Research Institute (AARI), Faisalabad",Ph.D.
Dr. Jehanzeb Farooq,Agricultural Sciences,"Ayub Agricultural Research Institute (AARI), Faisalabad",
Kashif Nadeem,Agricultural Sciences,"Ayub Agricultural Research Institute (AARI), Faisalabad",
Khalid Mahmood,Agricultural Sciences,"Ayub Agricultural Research Institute (AARI), Faisalabad",
Dr. Khawar Jabran,Agricultural Sciences,"Ayub Agricultural Research Institute (AARI), Faisalabad",
Dr. Mahmood Ul Hassan,Agricultural Sciences,"Ayub Agricultural Research Institute (AARI), Faisalabad",
Dr. Makhdoom Hussain,Agricultural Sciences,"Ayub Agricultural Research Institute (AARI), Faisalabad",
Dr. Mehood-Ul-Hassan,Agricultural Sciences,"Ayub Agricultural Research Institute (AARI), Faisalabad",Ph.D.
Mudassar Iqbal,Agricultural Sciences,"Ayub Agricultural Research Institute (AARI), Faisalabad",
Dr. Muhammad Abdul Shakoor,Biological Sciences,"Ayub Agricultural Research Institute (AARI), Faisalabad",Ph.D.
Dr. Muhammad Abrar,Agricultural Sciences,"Ayub Agricultural Research Institute (AARI), Faisalabad",Ph.D.
Dr. Muhammad Afzal,Agricultural Sciences,"Ayub Agricultural Research Institute (AARI), Faisalabad",Ph.D.
Muhammad Akhlaq Mudassir,Agricultural Sciences,"Ayub Agricultural Research Institute (AARI), Faisalabad",
Muhammad Altaf,Agricultural Sciences,"Ayub Agricultural Research Institute (AARI), Faisalabad",
Muhammad Ashfaq Nadeem,Agricultural Sciences,"Ayub Agricultural Research Institute (AARI), Faisalabad",
Muhammad Ehsan,Agricultural Sciences,"Ayub Agricultural Research Institute (AARI), Faisalabad",
Dr. Muhammad Iqbal,Agricultural Sciences,"Ayub Agricultural Research Institute (AARI), Faisalabad",
Dr. Muhammad Ishaq Javed,Agricultural Sciences,"Ayub Agricultural Research Institute (AARI), Faisalabad",Ph.D.
Muhammad Najeebullah,Agricultural Sciences,"Ayub Agricultural Research Institute (AARI), Faisalabad",
Muhammad Naveed,Agricultural Sciences,"Ayub Agricultural Research Institute (AARI), Faisalabad",
Muhammad Rafique,Agricultural Sciences,"Ayub Agricultural Research Institute (AARI), Faisalabad",
Muhammad Riaz,Agricultural Sciences,"Ayub Agricultural Research Institute (AARI), Faisalabad",
Dr. Muhammad Saeed,Agricultural Sciences,"Ayub Agricultural Research Institute (AARI), Faisalabad",Ph.D.
Muhammad Shafiq,Agricultural Sciences,"Ayub Agricultural Research Institute (AARI), Faisalabad",
Dr. Muhammad Shafique,Agricultural Sciences,"Ayub Agricultural Research Institute (AARI), Faisalabad",
Dr. Muhammad Yasin,Agricultural Sciences,"Ayub Agricultural Research Institute (AARI), Faisalabad",Ph.D.
Dr. Obaid Ur Rehman,Agricultural Sciences,"Ayub Agricultural Research Institute (AARI), Faisalabad",
Dr. Saeed Ahmad Shah Chishti,Agricultural Sciences,"Ayub Agricultural Research Institute (AARI), Faisalabad",
Dr. Shahid Bashir,Agricultural Sciences,"Ayub Agricultural Research Institute (AARI), Faisalabad",Ph.D.
Dr. Shahid Nazir,Agricultural Sciences,"Ayub Agricultural Research Institute (AARI), Faisalabad",
Dr. Shahid Niaz,Agricultural Sciences,"Ayub Agricultural Research Institute (AARI), Faisalabad",
Tariq Mahmood,Agricultural Sciences,"Ayub Agricultural Research Institute (AARI), Faisalabad",
Zulfiqar Ali,Agricultural Sciences,"Ayub Agricultural Research Institute (AARI), Faisalabad",
Dr. Aamir Nazir,Biological Sciences,"Ayub Medical Collage (AMC), Abbottabad","M. Phil., MBBS"
Ali Fawad Nazar,Biological Sciences,"Ayub Medical Collage (AMC), Abbottabad",M. Phil.
Alruba Taimoor,Biological Sciences,"Ayub Medical Collage (AMC), Abbottabad",M.Phil
Dr. Anila Riaz,Biological Sciences,"Ayub Medical Collage (AMC), Abbottabad","FCPS, MBBS"
Dr. Asfandyar Qureshi,Biological Sciences,"Ayub Medical Collage (AMC), Abbottabad",MBBS
Dr. Bibi Munazza,Biological Sciences,"Ayub Medical Collage (AMC), Abbottabad","M.Phil, MBBS"
Dr. Faisal Iftekhar,Biological Sciences,"Ayub Medical Collage (AMC), Abbottabad",MBBS
Dr. Fiaz Ahmed,Biological Sciences,"Ayub Medical Collage (AMC), Abbottabad","M.Phil, MBBS"
Dr. Fozia Fatima,Health Sciences,"Ayub Medical Collage (AMC), Abbottabad",MBBS
Dr. Fozia Jehangir,Biological Sciences,"Ayub Medical Collage (AMC), Abbottabad",MBBS
Dr. Imranullah Khan Utmanzi,Health Sciences,"Ayub Medical Collage (AMC), Abbottabad",MBBS
Dr. Izhar Ali Bangash,Biological Sciences,"Ayub Medical Collage (AMC), Abbottabad",MBBS
Dr. Jamila Farid,Biological Sciences,"Ayub Medical Collage (AMC), Abbottabad","M.Phil, MBBS"
Dr. M. Zeeshan Haroon,Health Sciences,"Ayub Medical Collage (AMC), Abbottabad",MBBS
Dr. Mansoor Ahmad,Biological Sciences,"Ayub Medical Collage (AMC), Abbottabad",MBBS
Dr. Maria Shafique,Biological Sciences,"Ayub Medical Collage (AMC), Abbottabad",MBBS
Dr. Muhammad Idrees,Health Sciences,"Ayub Medical Collage (AMC), Abbottabad","FCPS, MBBS"
Dr. Muhammad Orakzai,Biological Sciences,"Ayub Medical Collage (AMC), Abbottabad",MBBS
Dr. Nadia Munir,Health Sciences,"Ayub Medical Collage (AMC), Abbottabad",MCPS
Dr. Naeema Afzal,Biological Sciences,"Ayub Medical Collage (AMC), Abbottabad","Ph.D., M. Phil., MBBS"
Nasreen Gul,Biological Sciences,"Ayub Medical Collage (AMC), Abbottabad",M.Phil
Dr. Nuzhat Raza,Biological Sciences,"Ayub Medical Collage (AMC), Abbottabad","M. Phil., MBBS"
Dr. Raisa Naz,Biological Sciences,"Ayub Medical Collage (AMC), Abbottabad",MBBS
Dr. Raza Ali Shah,Biological Sciences,"Ayub Medical Collage (AMC), Abbottabad",MBBS
Dr. Romana Irshad,Health Sciences,"Ayub Medical Collage (AMC), Abbottabad","M.Phil, MBBS"
Dr. Salma Aslam Kundi,Biological Sciences,"Ayub Medical Collage (AMC), Abbottabad",MBBS
Dr. Shabana Naz,Biological Sciences,"Ayub Medical Collage (AMC), Abbottabad",MBBS
Dr. Shagufta Naeem,Biological Sciences,"Ayub Medical Collage (AMC), Abbottabad",MBBS
Dr. Shahbaz Ali Khan,Health Sciences,"Ayub Medical Collage (AMC), Abbottabad","FCPS, MBBS"
Dr. Shazia Tauqeer,Biological Sciences,"Ayub Medical Collage (AMC), Abbottabad","M.Phil, MBBS"
Dr. Siraj-Ul-Mulk,Biological Sciences,"Ayub Medical Collage (AMC), Abbottabad",MBBS
Dr. Syed Abbas Anwar,Health Sciences,"Ayub Medical Collage (AMC), Abbottabad",MBBS
Dr. Syed Fahad Shah,Biological Sciences,"Ayub Medical Collage (AMC), Abbottabad",MBBS
Dr. Tariq Mehmood,Biological Sciences,"Ayub Medical Collage (AMC), Abbottabad","M.Phil, MBBS"
Dr. Umer Farooq,Health Sciences,"Ayub Medical Collage (AMC), Abbottabad","Ph.D., MBBS"
Uzma Bibi,Biological Sciences,"Ayub Medical Collage (AMC), Abbottabad",M.Phil
